resp_id,degree_label,degree_code_int,region_continent,hours_level,high_stress_group,v089,v089_code,worklife_score,v084_num,degree_duration_text,degree_duration_years,degree_progress_text,degree_progress_years,study_in_home_country,study_in_home_country_flag,high_hours_flag,low_worklife_flag,high_hours_only_flag,low_worklife_only_flag,both_high_hours_and_low_wlb_flag,v079_num,v091_num,v097_num,v100_num,v101_num,supervisor_support_raw,institution_support_raw,supervisor_z,institution_z,supervisor_cat,institution_cat,support_quadrant_label,degree_prep_code,degree_prep_label,caring_responsibility_code,caring_responsibility_label
2740,Doctorate,1.0,Asia,very_high,1,71-80 hours,6.0,3.0,1.0,5 years ,5.0,4 years,4.0,Yes,1.0,1,1,0,0,1,4.0,3.0,,2.0,3.0,3.5,2.5,0.3904404309166467,-0.3783247477680935,Medium,Medium,Medium supervisor / Medium institution,2.0,Well,3.0,Neither agree nor disagree
2741,Doctorate,1.0,Europe,medium,0,21-30 hours,5.0,5.0,2.0,5 years ,5.0,3 years,3.0,No,0.0,0,0,0,0,0,5.0,5.0,3.0,4.0,1.0,5.0,2.6666666666666665,1.433753727006158,-0.2374083328797255,High,Medium,High supervisor / Medium institution,2.0,Well,5.0,Strongly disagree
2742,Master's,2.0,Asia,high,0,41-50 hours,1.0,5.0,2.0,3 years,3.0,4 years,4.0,Yes,1.0,1,0,1,0,0,3.0,3.0,2.0,1.0,2.0,3.0,1.6666666666666667,0.042669332220143,-1.0829068222099345,Medium,Low,Medium supervisor / Low institution,2.0,Well,1.0,Somewhat agree
2743,Doctorate,1.0,Asia,medium,0,31-40 hours,3.0,4.0,3.0,4 years,4.0,Less than a year,0.5,Yes,1.0,0,0,0,0,0,5.0,3.0,1.0,2.0,3.0,4.0,2.0,0.7382115296131505,-0.801073992433198,High,Low,High supervisor / Low institution,2.0,Well,1.0,Somewhat agree
2744,Doctorate,1.0,Asia,very_high,1,71-80 hours,6.0,1.0,5.0,5 years ,5.0,3 years,3.0,Yes,1.0,1,1,0,0,1,4.0,2.0,6.0,2.0,4.0,3.0,4.0,0.042669332220143,0.8899229862272199,Medium,High,Medium supervisor / High institution,1.0,Very well,2.0,Strongly agree
2745,Doctorate,1.0,Asia,very_high,0,61-70 hours,4.0,4.0,3.0,4 years,4.0,4 years,4.0,Yes,1.0,1,0,1,0,0,7.0,4.0,2.0,1.0,3.0,5.5,2.0,1.781524825702662,-0.801073992433198,High,Low,High supervisor / Low institution,2.0,Well,1.0,Somewhat agree
2746,Master's,2.0,South America,low,0,Less than 11 hours,9.0,5.0,2.0,2 years,2.0,2 years,2.0,Yes,1.0,0,0,0,0,0,4.0,3.0,2.0,1.0,2.0,3.5,1.6666666666666667,0.3904404309166467,-1.0829068222099345,Medium,Low,Medium supervisor / Low institution,2.0,Well,1.0,Somewhat agree
2747,Doctorate,1.0,Asia,high,1,51-60 hours,2.0,2.0,4.0,3 years,3.0,3 years,3.0,Yes,1.0,1,1,0,0,1,3.0,5.0,3.0,1.0,1.0,4.0,1.6666666666666667,0.7382115296131505,-1.0829068222099345,High,Low,High supervisor / Low institution,3.0,Neither well nor badly,1.0,Somewhat agree
2748,Doctorate,1.0,Asia,high,1,51-60 hours,2.0,3.0,1.0,6 years,6.0,3 years,3.0,Yes,1.0,1,1,0,0,1,5.0,1.0,3.0,2.0,1.0,3.0,2.0,0.042669332220143,-0.801073992433198,Medium,Low,Medium supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
2749,Doctorate,1.0,Asia,very_high,0,61-70 hours,4.0,5.0,2.0,4 years,4.0,2 years,2.0,Yes,1.0,1,0,1,0,0,3.0,4.0,6.0,1.0,2.0,3.5,3.0,0.3904404309166467,0.0444244968970109,Medium,Medium,Medium supervisor / Medium institution,2.0,Well,2.0,Strongly agree
2750,Master's,2.0,Asia,very_high,1,61-70 hours,4.0,1.0,5.0,3 years,3.0,Less than a year,0.5,Yes,1.0,1,1,0,0,1,4.0,3.0,5.0,2.0,3.0,3.5,3.333333333333333,0.3904404309166467,0.3262573266737473,Medium,Medium,Medium supervisor / Medium institution,2.0,Well,4.0,Somewhat disagree
2751,Master's,2.0,Asia,high,1,41-50 hours,1.0,1.0,5.0,3 years,3.0,2 years,2.0,Yes,1.0,1,1,0,0,1,3.0,5.0,5.0,4.0,3.0,4.0,4.0,0.7382115296131505,0.8899229862272199,High,High,High supervisor / High institution,2.0,Well,5.0,Strongly disagree
2752,Master's,2.0,Asia,high,0,41-50 hours,1.0,4.0,3.0,3 years,3.0,1 year,1.0,Yes,1.0,1,0,1,0,0,2.0,1.0,1.0,3.0,1.0,1.5,1.6666666666666667,-1.0006439638693685,-1.0829068222099345,Low,Low,Low supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
2753,Doctorate,1.0,Asia,very_high,0,More than 80 hours,7.0,4.0,3.0,5 years ,5.0,7 years,7.0,Yes,1.0,1,0,1,0,0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,-1.348415062565872,-0.801073992433198,Low,Low,Low supervisor / Low institution,2.0,Well,1.0,Somewhat agree
2754,Doctorate,1.0,Europe,high,1,51-60 hours,2.0,1.0,5.0,More than 7 years,8.0,7 years,7.0,No,0.0,1,1,0,0,1,6.0,4.0,4.0,1.0,2.0,5.0,2.333333333333333,1.433753727006158,-0.5192411626564616,High,Low,High supervisor / Low institution,5.0,Very badly,5.0,Strongly disagree
2755,Doctorate,1.0,Asia,very_high,1,More than 80 hours,7.0,1.0,5.0,5 years ,5.0,5 years,5.0,Yes,1.0,1,1,0,0,1,4.0,1.0,3.0,2.0,3.0,2.5,2.6666666666666665,-0.3051017664763607,-0.2374083328797255,Medium,Medium,Medium supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
2756,Doctorate,1.0,Asia,high,1,41-50 hours,1.0,3.0,1.0,6 years,6.0,3 years,3.0,Yes,1.0,1,1,0,0,1,1.0,1.0,3.0,4.0,3.0,1.0,3.333333333333333,-1.348415062565872,0.3262573266737473,Low,Medium,Low supervisor / Medium institution,2.0,Well,4.0,Somewhat disagree
2757,Master's,2.0,Asia,very_high,0,More than 80 hours,7.0,5.0,2.0,3 years,3.0,2 years,2.0,Yes,1.0,1,0,1,0,0,4.0,5.0,1.0,2.0,2.0,4.5,1.6666666666666667,1.0859826283096543,-1.0829068222099345,High,Low,High supervisor / Low institution,2.0,Well,4.0,Somewhat disagree
2758,Doctorate,1.0,Asia,very_high,1,71-80 hours,6.0,1.0,5.0,5 years ,5.0,3 years,3.0,Yes,1.0,1,1,0,0,1,4.0,3.0,3.0,4.0,4.0,3.5,3.6666666666666665,0.3904404309166467,0.6080901564504835,Medium,High,Medium supervisor / High institution,1.0,Very well,1.0,Somewhat agree
2759,Master's,2.0,North/Central America,low,0,11-20 hours,8.0,6.0,6.0,1 year,1.0,Less than a year,0.5,No,0.0,0,0,0,0,0,3.0,1.0,2.0,3.0,5.0,2.0,3.333333333333333,-0.6528728651728645,0.3262573266737473,Low,Medium,Low supervisor / Medium institution,1.0,Very well,6.0,Unsure
2760,Master's,2.0,Asia,very_high,1,More than 80 hours,7.0,3.0,1.0,3 years,3.0,3 years,3.0,Yes,1.0,1,1,0,0,1,2.0,2.0,2.0,3.0,2.0,2.0,2.333333333333333,-0.6528728651728645,-0.5192411626564616,Low,Low,Low supervisor / Low institution,1.0,Very well,2.0,Strongly agree
2761,Master's,2.0,Asia,very_high,1,More than 80 hours,7.0,2.0,4.0,3 years,3.0,1 year,1.0,Yes,1.0,1,1,0,0,1,7.0,5.0,2.0,1.0,2.0,6.0,1.6666666666666667,2.1292959243991656,-1.0829068222099345,High,Low,High supervisor / Low institution,2.0,Well,3.0,Neither agree nor disagree
2762,Master's,2.0,Asia,high,1,41-50 hours,1.0,3.0,1.0,3 years,3.0,2 years,2.0,Yes,1.0,1,1,0,0,1,4.0,6.0,1.0,6.0,6.0,5.0,4.333333333333333,1.433753727006158,1.1717558160039558,High,High,High supervisor / High institution,4.0,Badly,1.0,Somewhat agree
2763,Doctorate,1.0,Asia,very_high,0,More than 80 hours,7.0,4.0,3.0,4 years,4.0,Less than a year,0.5,Yes,1.0,1,0,1,0,0,4.0,4.0,1.0,2.0,1.0,4.0,1.3333333333333333,0.7382115296131505,-1.3647396519866708,High,Low,High supervisor / Low institution,4.0,Badly,4.0,Somewhat disagree
2764,Master's,2.0,Asia,very_high,0,61-70 hours,4.0,4.0,3.0,3 years,3.0,Less than a year,0.5,Yes,1.0,1,0,1,0,0,2.0,2.0,6.0,3.0,5.0,2.0,4.666666666666667,-0.6528728651728645,1.4535886457806928,Low,High,Low supervisor / High institution,1.0,Very well,2.0,Strongly agree
2765,Doctorate,1.0,Asia,low,0,11-20 hours,8.0,4.0,3.0,5 years ,5.0,3 years,3.0,No,0.0,0,0,0,0,0,4.0,5.0,1.0,4.0,1.0,4.5,2.0,1.0859826283096543,-0.801073992433198,High,Low,High supervisor / Low institution,5.0,Very badly,3.0,Neither agree nor disagree
2766,Master's,2.0,Asia,high,0,51-60 hours,2.0,4.0,3.0,3 years,3.0,2 years,2.0,Yes,1.0,1,0,1,0,0,3.0,1.0,2.0,1.0,1.0,2.0,1.3333333333333333,-0.6528728651728645,-1.3647396519866708,Low,Low,Low supervisor / Low institution,2.0,Well,1.0,Somewhat agree
2767,Master's,2.0,Asia,high,1,41-50 hours,1.0,3.0,1.0,3 years,3.0,1 year,1.0,Yes,1.0,1,1,0,0,1,4.0,5.0,2.0,1.0,1.0,4.5,1.3333333333333333,1.0859826283096543,-1.3647396519866708,High,Low,High supervisor / Low institution,2.0,Well,1.0,Somewhat agree
2768,Doctorate,1.0,Asia,medium,0,31-40 hours,3.0,3.0,1.0,3 years,3.0,4 years,4.0,Yes,1.0,0,1,0,1,0,7.0,6.0,3.0,1.0,2.0,6.5,2.0,2.4770670230956693,-0.801073992433198,High,Low,High supervisor / Low institution,3.0,Neither well nor badly,3.0,Neither agree nor disagree
2769,Master's,2.0,Asia,very_high,0,61-70 hours,4.0,4.0,3.0,3 years,3.0,1 year,1.0,Yes,1.0,1,0,1,0,0,3.0,1.0,3.0,2.0,2.0,2.0,2.333333333333333,-0.6528728651728645,-0.5192411626564616,Low,Low,Low supervisor / Low institution,6.0,Unsure/Not applicable,1.0,Somewhat agree
2770,Doctorate,1.0,Asia,high,1,51-60 hours,2.0,3.0,1.0,5 years ,5.0,Less than a year,0.5,Yes,1.0,1,1,0,0,1,4.0,1.0,1.0,4.0,3.0,2.5,2.6666666666666665,-0.3051017664763607,-0.2374083328797255,Medium,Medium,Medium supervisor / Medium institution,4.0,Badly,1.0,Somewhat agree
2771,Doctorate,1.0,Asia,very_high,1,61-70 hours,4.0,2.0,4.0,3 years,3.0,1 year,1.0,Yes,1.0,1,1,0,0,1,7.0,4.0,2.0,1.0,1.0,5.5,1.3333333333333333,1.781524825702662,-1.3647396519866708,High,Low,High supervisor / Low institution,2.0,Well,3.0,Neither agree nor disagree
2772,Doctorate,1.0,Europe,medium,0,31-40 hours,3.0,6.0,6.0,4 years,4.0,2 years,2.0,No,0.0,0,0,0,0,0,2.0,2.0,6.0,3.0,5.0,2.0,4.666666666666667,-0.6528728651728645,1.4535886457806928,Low,High,Low supervisor / High institution,2.0,Well,2.0,Strongly agree
2773,Doctorate,1.0,Asia,very_high,0,61-70 hours,4.0,5.0,2.0,6 years,6.0,5 years,5.0,Yes,1.0,1,0,1,0,0,1.0,5.0,1.0,2.0,3.0,3.0,2.0,0.042669332220143,-0.801073992433198,Medium,Low,Medium supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
2774,Doctorate,1.0,Asia,high,0,51-60 hours,2.0,4.0,3.0,5 years ,5.0,1 year,1.0,Yes,1.0,1,0,1,0,0,4.0,1.0,2.0,2.0,1.0,2.5,1.6666666666666667,-0.3051017664763607,-1.0829068222099345,Medium,Low,Medium supervisor / Low institution,2.0,Well,1.0,Somewhat agree
2775,Doctorate,1.0,Asia,high,1,41-50 hours,1.0,3.0,1.0,More than 7 years,8.0,Less than a year,0.5,No,0.0,1,1,0,0,1,2.0,1.0,5.0,3.0,1.0,1.5,3.0,-1.0006439638693685,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
2776,Doctorate,1.0,Asia,very_high,0,61-70 hours,4.0,4.0,3.0,5 years ,5.0,3 years,3.0,Yes,1.0,1,0,1,0,0,4.0,3.0,1.0,4.0,1.0,3.5,2.0,0.3904404309166467,-0.801073992433198,Medium,Low,Medium supervisor / Low institution,2.0,Well,4.0,Somewhat disagree
2777,Doctorate,1.0,Europe,medium,0,31-40 hours,3.0,5.0,2.0,4 years,4.0,3 years,3.0,No,0.0,0,0,0,0,0,1.0,3.0,,3.0,5.0,2.0,4.0,-0.6528728651728645,0.8899229862272199,Low,High,Low supervisor / High institution,4.0,Badly,2.0,Strongly agree
2778,Doctorate,1.0,Asia,very_high,0,61-70 hours,4.0,6.0,6.0,5 years ,5.0,2 years,2.0,Yes,1.0,1,0,1,0,0,1.0,5.0,5.0,1.0,1.0,3.0,2.333333333333333,0.042669332220143,-0.5192411626564616,Medium,Low,Medium supervisor / Low institution,1.0,Very well,2.0,Strongly agree
2779,Master's,2.0,Asia,high,0,41-50 hours,1.0,5.0,2.0,2 years,2.0,1 year,1.0,Yes,1.0,1,0,1,0,0,3.0,1.0,2.0,1.0,5.0,2.0,2.6666666666666665,-0.6528728651728645,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,3.0,Neither well nor badly,3.0,Neither agree nor disagree
2780,Doctorate,1.0,Europe,high,1,41-50 hours,1.0,2.0,4.0,4 years,4.0,3 years,3.0,No,0.0,1,1,0,0,1,3.0,1.0,4.0,1.0,3.0,2.0,2.6666666666666665,-0.6528728651728645,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
2781,Master's,2.0,Asia,high,0,51-60 hours,2.0,4.0,3.0,3 years,3.0,Less than a year,0.5,Yes,1.0,1,0,1,0,0,4.0,3.0,2.0,2.0,1.0,3.5,1.6666666666666667,0.3904404309166467,-1.0829068222099345,Medium,Low,Medium supervisor / Low institution,2.0,Well,1.0,Somewhat agree
2782,Doctorate,1.0,Asia,high,0,51-60 hours,2.0,4.0,3.0,6 years,6.0,6 years,6.0,Yes,1.0,1,0,1,0,0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,-1.348415062565872,-0.801073992433198,Low,Low,Low supervisor / Low institution,2.0,Well,2.0,Strongly agree
2783,Doctorate,1.0,Asia,high,1,51-60 hours,2.0,3.0,1.0,3 years,3.0,1 year,1.0,Yes,1.0,1,1,0,0,1,7.0,3.0,3.0,1.0,2.0,5.0,2.0,1.433753727006158,-0.801073992433198,High,Low,High supervisor / Low institution,4.0,Badly,1.0,Somewhat agree
2784,Doctorate,1.0,Asia,very_high,1,61-70 hours,4.0,2.0,4.0,4 years,4.0,3 years,3.0,No,0.0,1,1,0,0,1,1.0,1.0,2.0,3.0,1.0,1.0,2.0,-1.348415062565872,-0.801073992433198,Low,Low,Low supervisor / Low institution,2.0,Well,1.0,Somewhat agree
2785,Doctorate,1.0,Asia,very_high,1,61-70 hours,4.0,3.0,1.0,6 years,6.0,6 years,6.0,Yes,1.0,1,1,0,0,1,1.0,2.0,3.0,1.0,5.0,1.5,3.0,-1.0006439638693685,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,2.0,Well,2.0,Strongly agree
2786,Master's,2.0,Asia,high,1,51-60 hours,2.0,2.0,4.0,3 years,3.0,2 years,2.0,Yes,1.0,1,1,0,0,1,1.0,2.0,3.0,3.0,2.0,1.5,2.6666666666666665,-1.0006439638693685,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,2.0,Well,3.0,Neither agree nor disagree
2787,Doctorate,1.0,Asia,low,0,11-20 hours,8.0,5.0,2.0,4 years,4.0,Less than a year,0.5,Yes,1.0,0,0,0,0,0,1.0,1.0,3.0,2.0,3.0,1.0,2.6666666666666665,-1.348415062565872,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
2788,Doctorate,1.0,Europe,high,1,41-50 hours,1.0,3.0,1.0,4 years,4.0,2 years,2.0,Yes,1.0,1,1,0,0,1,1.0,2.0,2.0,3.0,4.0,1.5,3.0,-1.0006439638693685,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,1.0,Very well,1.0,Somewhat agree
2789,Doctorate,1.0,Asia,medium,0,21-30 hours,5.0,4.0,3.0,4 years,4.0,3 years,3.0,Yes,1.0,0,0,0,0,0,4.0,5.0,3.0,2.0,1.0,4.5,2.0,1.0859826283096543,-0.801073992433198,High,Low,High supervisor / Low institution,2.0,Well,4.0,Somewhat disagree
2790,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,5.0,2.0,7 years,7.0,7 years,7.0,Yes,1.0,1,0,1,0,0,1.0,1.0,1.0,6.0,2.0,1.0,3.0,-1.348415062565872,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
2791,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,5.0,2.0,3 years,3.0,2 years,2.0,No,0.0,1,0,1,0,0,5.0,5.0,4.0,1.0,2.0,5.0,2.333333333333333,1.433753727006158,-0.5192411626564616,High,Low,High supervisor / Low institution,4.0,Badly,3.0,Neither agree nor disagree
2792,Master's,2.0,South America,high,0,41-50 hours,1.0,4.0,3.0,2 years,2.0,Less than a year,0.5,Yes,1.0,1,0,1,0,0,2.0,1.0,4.0,5.0,4.0,1.5,4.333333333333333,-1.0006439638693685,1.1717558160039558,Low,High,Low supervisor / High institution,3.0,Neither well nor badly,2.0,Strongly agree
2793,Doctorate,1.0,Asia,very_high,1,71-80 hours,6.0,1.0,5.0,7 years,7.0,7 years,7.0,Yes,1.0,1,1,0,0,1,5.0,4.0,7.0,5.0,4.0,4.5,5.333333333333333,1.0859826283096543,2.017254305334165,High,High,High supervisor / High institution,5.0,Very badly,3.0,Neither agree nor disagree
2794,Master's,2.0,Europe,high,0,41-50 hours,1.0,6.0,6.0,2 years,2.0,1 year,1.0,Yes,1.0,1,0,1,0,0,1.0,2.0,5.0,1.0,2.0,1.5,2.6666666666666665,-1.0006439638693685,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,1.0,Very well,1.0,Somewhat agree
2795,Master's,2.0,Europe,high,0,41-50 hours,1.0,4.0,3.0,2 years,2.0,1 year,1.0,Yes,1.0,1,0,1,0,0,2.0,2.0,1.0,6.0,6.0,2.0,4.333333333333333,-0.6528728651728645,1.1717558160039558,Low,High,Low supervisor / High institution,1.0,Very well,1.0,Somewhat agree
2796,Doctorate,1.0,Asia,high,0,51-60 hours,2.0,4.0,3.0,5 years ,5.0,2 years,2.0,No,0.0,1,0,1,0,0,4.0,5.0,1.0,4.0,1.0,4.5,2.0,1.0859826283096543,-0.801073992433198,High,Low,High supervisor / Low institution,3.0,Neither well nor badly,3.0,Neither agree nor disagree
2797,Master's,2.0,Asia,medium,0,21-30 hours,5.0,4.0,3.0,3 years,3.0,2 years,2.0,Yes,1.0,0,0,0,0,0,1.0,5.0,2.0,1.0,2.0,3.0,1.6666666666666667,0.042669332220143,-1.0829068222099345,Medium,Low,Medium supervisor / Low institution,2.0,Well,1.0,Somewhat agree
2798,Master's,2.0,Asia,very_high,0,61-70 hours,4.0,5.0,2.0,3 years,3.0,2 years,2.0,No,0.0,1,0,1,0,0,1.0,5.0,3.0,3.0,5.0,3.0,3.6666666666666665,0.042669332220143,0.6080901564504835,Medium,High,Medium supervisor / High institution,1.0,Very well,1.0,Somewhat agree
2799,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,4.0,3.0,4 years,4.0,1 year,1.0,No,0.0,1,0,1,0,0,1.0,1.0,5.0,2.0,2.0,1.0,3.0,-1.348415062565872,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,2.0,Well,3.0,Neither agree nor disagree
2800,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,4.0,3.0,6 years,6.0,5 years,5.0,Yes,1.0,0,0,0,0,0,2.0,6.0,2.0,3.0,1.0,4.0,2.0,0.7382115296131505,-0.801073992433198,High,Low,High supervisor / Low institution,1.0,Very well,2.0,Strongly agree
2801,Doctorate,1.0,Europe,high,1,41-50 hours,1.0,3.0,1.0,4 years,4.0,4 years,4.0,No,0.0,1,1,0,0,1,4.0,3.0,4.0,4.0,1.0,3.5,3.0,0.3904404309166467,0.0444244968970109,Medium,Medium,Medium supervisor / Medium institution,2.0,Well,3.0,Neither agree nor disagree
2802,Doctorate,1.0,Asia,medium,0,31-40 hours,3.0,4.0,3.0,3 years,3.0,2 years,2.0,Yes,1.0,0,0,0,0,0,3.0,5.0,2.0,1.0,2.0,4.0,1.6666666666666667,0.7382115296131505,-1.0829068222099345,High,Low,High supervisor / Low institution,2.0,Well,1.0,Somewhat agree
2803,Doctorate,1.0,Asia,very_high,1,More than 80 hours,7.0,2.0,4.0,3 years,3.0,1 year,1.0,Yes,1.0,1,1,0,0,1,6.0,4.0,4.0,5.0,3.0,5.0,4.0,1.433753727006158,0.8899229862272199,High,High,High supervisor / High institution,3.0,Neither well nor badly,4.0,Somewhat disagree
2804,Doctorate,1.0,Europe,high,1,41-50 hours,1.0,3.0,1.0,3 years,3.0,1 year,1.0,No,0.0,1,1,0,0,1,5.0,3.0,6.0,3.0,2.0,4.0,3.6666666666666665,0.7382115296131505,0.6080901564504835,High,High,High supervisor / High institution,2.0,Well,4.0,Somewhat disagree
2805,Master's,2.0,Asia,medium,0,21-30 hours,5.0,2.0,4.0,3 years,3.0,Less than a year,0.5,Yes,1.0,0,1,0,1,0,5.0,4.0,4.0,5.0,1.0,4.5,3.333333333333333,1.0859826283096543,0.3262573266737473,High,Medium,High supervisor / Medium institution,2.0,Well,4.0,Somewhat disagree
2806,Doctorate,1.0,Europe,very_high,1,61-70 hours,4.0,1.0,5.0,4 years,4.0,3 years,3.0,No,0.0,1,1,0,0,1,7.0,3.0,1.0,4.0,4.0,5.0,3.0,1.433753727006158,0.0444244968970109,High,Medium,High supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
2807,Master's,2.0,Asia,very_high,1,More than 80 hours,7.0,1.0,5.0,3 years,3.0,Less than a year,0.5,Yes,1.0,1,1,0,0,1,4.0,5.0,4.0,5.0,4.0,4.5,4.333333333333333,1.0859826283096543,1.1717558160039558,High,High,High supervisor / High institution,1.0,Very well,3.0,Neither agree nor disagree
2808,Doctorate,1.0,North/Central America,very_high,1,71-80 hours,6.0,1.0,5.0,5 years ,5.0,6 years,6.0,No,0.0,1,1,0,0,1,3.0,1.0,3.0,2.0,1.0,2.0,2.0,-0.6528728651728645,-0.801073992433198,Low,Low,Low supervisor / Low institution,2.0,Well,4.0,Somewhat disagree
2809,Master's,2.0,North/Central America,high,0,41-50 hours,1.0,5.0,2.0,2 years,2.0,1 year,1.0,No,0.0,1,0,1,0,0,1.0,6.0,3.0,3.0,5.0,3.5,3.6666666666666665,0.3904404309166467,0.6080901564504835,Medium,High,Medium supervisor / High institution,6.0,Unsure/Not applicable,1.0,Somewhat agree
2810,Doctorate,1.0,Asia,high,0,41-50 hours,1.0,6.0,6.0,3 years,3.0,6 years,6.0,Yes,1.0,1,0,1,0,0,2.0,2.0,2.0,1.0,2.0,2.0,1.6666666666666667,-0.6528728651728645,-1.0829068222099345,Low,Low,Low supervisor / Low institution,2.0,Well,2.0,Strongly agree
2811,Doctorate,1.0,North/Central America,high,1,51-60 hours,2.0,2.0,4.0,5 years ,5.0,5 years,5.0,No,0.0,1,1,0,0,1,2.0,2.0,6.0,3.0,1.0,2.0,3.333333333333333,-0.6528728651728645,0.3262573266737473,Low,Medium,Low supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
2812,Doctorate,1.0,North/Central America,very_high,0,61-70 hours,4.0,4.0,3.0,More than 7 years,8.0,6 years,6.0,Yes,1.0,1,0,1,0,0,6.0,3.0,3.0,4.0,,4.5,3.5,1.0859826283096543,0.4671737415621154,High,Medium,High supervisor / Medium institution,1.0,Very well,3.0,Neither agree nor disagree
2813,Doctorate,1.0,Asia,high,0,51-60 hours,2.0,5.0,2.0,7 years,7.0,7 years,7.0,No,0.0,1,0,1,0,0,3.0,1.0,2.0,1.0,1.0,2.0,1.3333333333333333,-0.6528728651728645,-1.3647396519866708,Low,Low,Low supervisor / Low institution,3.0,Neither well nor badly,3.0,Neither agree nor disagree
2814,Doctorate,1.0,South America,high,1,41-50 hours,1.0,3.0,1.0,4 years,4.0,2 years,2.0,No,0.0,1,1,0,0,1,1.0,1.0,2.0,1.0,1.0,1.0,1.3333333333333333,-1.348415062565872,-1.3647396519866708,Low,Low,Low supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
2815,Doctorate,1.0,North/Central America,high,0,51-60 hours,2.0,4.0,3.0,6 years,6.0,4 years,4.0,Yes,1.0,1,0,1,0,0,7.0,1.0,2.0,3.0,1.0,4.0,2.0,0.7382115296131505,-0.801073992433198,High,Low,High supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
2816,Master's,2.0,North/Central America,medium,0,21-30 hours,5.0,3.0,1.0,5 years ,5.0,5 years,5.0,Yes,1.0,0,1,0,1,0,3.0,4.0,1.0,4.0,4.0,3.5,3.0,0.3904404309166467,0.0444244968970109,Medium,Medium,Medium supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
2817,Doctorate,1.0,North/Central America,high,1,51-60 hours,2.0,1.0,5.0,6 years,6.0,4 years,4.0,No,0.0,1,1,0,0,1,3.0,4.0,4.0,1.0,4.0,3.5,3.0,0.3904404309166467,0.0444244968970109,Medium,Medium,Medium supervisor / Medium institution,1.0,Very well,1.0,Somewhat agree
2818,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,4.0,3.0,4 years,4.0,Less than a year,0.5,No,0.0,1,0,1,0,0,1.0,5.0,1.0,1.0,2.0,3.0,1.3333333333333333,0.042669332220143,-1.3647396519866708,Medium,Low,Medium supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
2819,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,4.0,3.0,6 years,6.0,4 years,4.0,Yes,1.0,1,0,1,0,0,4.0,1.0,2.0,3.0,5.0,2.5,3.333333333333333,-0.3051017664763607,0.3262573266737473,Medium,Medium,Medium supervisor / Medium institution,2.0,Well,3.0,Neither agree nor disagree
2820,Doctorate,1.0,Asia,very_high,0,61-70 hours,4.0,4.0,3.0,5 years ,5.0,4 years,4.0,Yes,1.0,1,0,1,0,0,1.0,2.0,1.0,1.0,3.0,1.5,1.6666666666666667,-1.0006439638693685,-1.0829068222099345,Low,Low,Low supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
2821,Doctorate,1.0,North/Central America,high,0,41-50 hours,1.0,5.0,2.0,5 years ,5.0,3 years,3.0,No,0.0,1,0,1,0,0,1.0,5.0,2.0,4.0,1.0,3.0,2.333333333333333,0.042669332220143,-0.5192411626564616,Medium,Low,Medium supervisor / Low institution,3.0,Neither well nor badly,3.0,Neither agree nor disagree
2822,Doctorate,1.0,Asia,very_high,1,71-80 hours,6.0,1.0,5.0,5 years ,5.0,1 year,1.0,Yes,1.0,1,1,0,0,1,2.0,2.0,4.0,5.0,,2.0,4.5,-0.6528728651728645,1.3126722308923244,Low,High,Low supervisor / High institution,1.0,Very well,2.0,Strongly agree
2823,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,4.0,3.0,3 years,3.0,3 years,3.0,Yes,1.0,1,0,1,0,0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,-0.6528728651728645,-1.6465724817634069,Low,Low,Low supervisor / Low institution,3.0,Neither well nor badly,1.0,Somewhat agree
